,mouse,session,nnID,stim_pair,A,B,delay,delayB,delayA,dists
269,2022-09-14,20-40-13,47,"(('A', '-4'), ('I', '0'))",A_004130_semitone_-4,I_080560_semitone_0,20,20,0,44.73798238880248
270,2022-09-14,20-40-13,47,"(('B', '-6'), ('H', '1'))",B_008510_semitone_-6,H_079690_semitone_1,-10,0,10,48.9549704446214
271,2022-09-14,20-40-13,47,"(('B', '0'), ('N', '0'))",B_008510_semitone_0,N_115960_semitone_0,20,20,0,38.89300282940023
272,2022-09-14,20-40-13,47,"(('B', '-6'), ('N', '2'))",B_008510_semitone_-6,N_115960_semitone_2,20,20,0,39.855588507543466
273,2022-09-14,20-40-13,47,"(('B', '-5'), ('N', '1'))",B_008510_semitone_-5,N_115960_semitone_1,0,0,0,39.41481450569038
274,2022-09-14,20-40-13,47,"(('B', '0'), ('H', '0'))",B_008510_semitone_0,H_079690_semitone_0,-20,0,20,52.96885431926863
275,2022-09-14,20-40-13,47,"(('A', '-5'), ('I', '1'))",A_004130_semitone_-5,I_080560_semitone_1,-10,0,10,43.47689998630726
276,2022-09-14,20-40-13,47,"(('B', '-4'), ('N', '0'))",B_008510_semitone_-4,N_115960_semitone_0,10,10,0,38.082992862068174
277,2022-09-14,20-40-13,48,"(('B', '-5'), ('H', '0'))",B_008510_semitone_-5,H_079690_semitone_0,-20,0,20,49.25669789510641
278,2022-09-14,20-40-13,48,"(('B', '-6'), ('H', '1'))",B_008510_semitone_-6,H_079690_semitone_1,10,10,0,49.37626586125127
279,2022-09-14,20-40-13,48,"(('B', '0'), ('N', '0'))",B_008510_semitone_0,N_115960_semitone_0,10,10,0,39.76474124668952
280,2022-09-14,20-40-13,48,"(('B', '-6'), ('N', '2'))",B_008510_semitone_-6,N_115960_semitone_2,10,10,0,39.846894823121765
281,2022-09-14,20-40-13,48,"(('B', '-5'), ('N', '1'))",B_008510_semitone_-5,N_115960_semitone_1,10,10,0,39.40992044619117
282,2022-09-14,20-40-13,48,"(('B', '0'), ('H', '0'))",B_008510_semitone_0,H_079690_semitone_0,-10,0,10,52.10490765559911
283,2022-09-14,20-40-13,48,"(('B', '-4'), ('N', '0'))",B_008510_semitone_-4,N_115960_semitone_0,10,10,0,38.082992862068174
284,2022-09-22,16-22-06,49,"(('A', '0'), ('O', '-6'))",O_092850_semitone_-6,A_001900_semitone_0,-10,0,10,42.247073916604684
285,2022-09-22,16-22-06,49,"(('K', '-5'), ('M', '1'))",M_084040_semitone_1,K_078100_semitone_-5,10,10,0,51.47603647403179
286,2022-09-22,16-22-06,49,"(('A', '1'), ('O', '-6'))",O_092850_semitone_-6,A_001900_semitone_1,-10,0,10,39.25515365788181
287,2022-09-22,16-22-06,49,"(('K', '-4'), ('M', '-1'))",M_084040_semitone_-1,K_078100_semitone_-4,-10,0,10,47.06852080721142
288,2022-09-22,16-22-06,49,"(('K', '-5'), ('M', '0'))",M_084040_semitone_0,K_078100_semitone_-5,0,0,0,52.074660816846894
289,2022-09-22,17-36-17,49,"(('A', '2'), ('O', '-6'))",A_001900_semitone_2,O_092850_semitone_-6,-20,0,20,39.37125733369499
290,2022-09-22,17-36-17,49,"(('A', '2'), ('O', '-5'))",A_001900_semitone_2,O_092850_semitone_-5,-20,0,20,40.66543204565449
291,2022-09-22,17-36-17,49,"(('K', '-6'), ('M', '1'))",M_084040_semitone_1,K_078100_semitone_-6,10,10,0,51.38872149010111
292,2022-09-22,17-36-17,49,"(('A', '0'), ('O', '0'))",A_001900_semitone_0,O_092850_semitone_0,-20,0,20,39.45024733415021
