,mouse,session,unit_no,ch,stim_pair,nnID,A,B,tfA,tfB,eu,freq,temp,d
146,2022-07-01,18-45-33,94,29,"(('I', '-4'), ('O', '2'))",31,O_091570_semitone_2,I_011250_semitone_-4,0.075,0.085,43.56931983672093,0.26750482218312455,-0.524466904645095,21.022301102033676
147,2022-07-01,18-45-33,94,29,"(('F', '-6'), ('R', '0'))",31,F_005810_semitone_-6,R_101810_semitone_0,0.085,0.075,44.013119857522746,0.4239762768197088,0.11757712934646772,18.436854112157697
148,2022-07-01,18-45-33,94,29,"(('Q', '-1'), ('R', '0'))",31,R_101810_semitone_0,Q_093840_semitone_-1,0.075,0.085,35.37702057288194,0.7040145264047516,0.32466681496183103,29.565286292878987
149,2022-07-01,18-45-33,94,29,"(('Q', '-6'), ('R', '1'))",31,Q_093840_semitone_-6,R_101810_semitone_1,0.075,0.095,39.76759595815441,0.2523596031169272,0.25823726995574825,54.8148012142418
150,2022-07-01,18-45-33,94,29,"(('Q', '-2'), ('R', '2'))",31,Q_093840_semitone_-2,R_101810_semitone_2,0.075,0.065,38.589644686707,0.448976346035121,0.17044647376545302,26.113141843229425
151,2022-07-01,18-45-33,94,29,"(('I', '-6'), ('O', '2'))",31,O_091570_semitone_2,I_011250_semitone_-6,0.075,0.075,45.735700457135806,0.18843819489933072,-0.6187389203286979,25.214249085233046
152,2022-07-01,18-45-33,62,18,"(('Q', '-1'), ('R', '0'))",32,Q_093840_semitone_-1,R_101810_semitone_0,0.125,0.075,35.37702057288194,0.7040145264047515,0.32466681496183103,29.565286292878987
153,2022-07-01,18-45-33,62,18,"(('Q', '-2'), ('R', '2'))",32,Q_093840_semitone_-2,R_101810_semitone_2,0.095,0.005,42.43708500115318,0.3345593344904827,-0.37821171887844196,84.06588328616628
154,2022-07-01,20-58-11,55,18,"(('F', '-5'), ('I', '-2'))",32,F_005810_semitone_-5,I_011250_semitone_-2,0.095,0.005,39.368905424402534,0.08062823815642002,-0.8375257062128734,33.8276910514421
155,2022-07-01,20-58-11,55,18,"(('Q', '-5'), ('R', '2'))",32,Q_093840_semitone_-5,R_101810_semitone_2,0.095,0.015,47.52532186923546,-0.0050105685908712,-0.38803666236641865,96.96793468338657
156,2022-07-11,19-43-46,2,4,"(('D', '3'), ('F', '-3'))",33,F_103760_semitone_-3,D_082620_semitone_3,0.095,0.105,9.058551963648997,0.35774562727607795,-0.5139976239004815,16.988202846806608
157,2022-07-11,19-43-46,2,4,"(('E', '1'), ('F', '-3'))",33,F_103760_semitone_-3,E_089530_semitone_1,0.095,0.085,33.16281846382227,-0.0630899251796426,0.7151607778845278,43.392188232873096
158,2022-07-11,19-43-46,2,4,"(('A', '-1'), ('G', '2'))",33,A_092680_semitone_-1,G_108870_semitone_2,0.105,0.065,16.77225482598762,-0.05796354197259897,0.1265282637804204,42.48787454055444
159,2022-07-13,18-35-56,7,6,"(('C', '1'), ('F', '-6'))",34,F_034390_semitone_-6,C_017330_semitone_1,0.105,0.085,32.471215047075376,0.2797492965745873,0.8657385332437323,40.268068802233834
160,2022-07-19,20-20-05,21,5,AJ,35,A_020190,J_086740,0.095,0.105,2.7078873471525737,0.1007639075491433,0.8825022849991676,19.07479403254534
161,2022-07-19,20-20-05,21,5,BD,35,D_038140,B_026740,0.055,0.045,27.72380154028233,0.1271590002693624,0.8229269027546778,25.674450634969787
162,2022-07-19,20-20-05,21,5,FL,35,F_056900,L_102170,0.095,0.085,9.897409238523197,0.7819948706751937,0.9519557010746351,5.620162907009197
163,2022-07-19,20-20-05,21,5,FN,35,F_056900,N_108140,0.095,0.095,11.128534268569709,0.8198197186460224,0.9576118141584049,3.889027379400519
164,2022-07-27,17-52-54,7,5,"(('D', '5'), ('F', '-7'))",36,F_103860_semitone_-7,D_067160_semitone_5,0.035,0.035,34.61912985807861,-0.23351596965313465,0.8539324842958834,108.03090630096008
165,2022-07-27,17-52-54,7,5,"(('D', '-7'), ('F', '5'))",36,D_067160_semitone_-7,F_103860_semitone_5,0.035,0.055,31.283111694166454,-0.19588640710060876,0.23844340822909119,95.63734785699646
166,2022-08-04,19-57-12,9,8,"(('E', '0'), ('G', '0'))",37,G_023710_semitone_0,E_014310_semitone_0,0.085,0.095,35.94138878905207,0.6337677463044549,0.5200913563675205,64.69189152437612
167,2022-08-04,19-57-12,9,8,"(('D', '0'), ('O', '-6'))",37,D_012500_semitone_0,O_093320_semitone_-6,0.075,0.025,37.26735285561328,0.1282152678118741,-0.6738760957503174,32.318368167452796
168,2022-08-04,19-57-12,9,8,"(('K', '-6'), ('Q', '0'))",37,K_084620_semitone_-6,Q_102400_semitone_0,0.085,0.015,41.00184365996122,0.6398490887746738,-0.8679060746343269,39.25432465663884
169,2022-08-04,19-57-12,9,8,"(('D', '0'), ('O', '0'))",37,O_093320_semitone_0,D_012500_semitone_0,0.035,0.075,41.78297508254897,0.14644756449053553,0.32698801095757474,6.261185282671116
170,2022-08-04,19-57-12,9,8,"(('E', '-5'), ('G', '0'))",37,G_023710_semitone_0,E_014310_semitone_-5,0.085,0.025,40.11445807206692,0.012302415231521953,0.024574073025712028,14.512645442887726
171,2022-08-04,19-57-12,9,8,"(('K', '0'), ('Q', '0'))",37,K_084620_semitone_0,Q_102400_semitone_0,0.095,0.015,49.91276175066504,0.5142817065733174,-0.8351281614168311,5.106203607118997
172,2022-08-04,20-43-29,7,8,"(('B', '-1'), ('J', '-2'))",37,B_003880_semitone_-1,J_080050_semitone_-2,0.075,0.075,33.23969213125583,0.3036948171835135,0.24845605234592588,12.11240042128628
173,2022-08-04,20-43-29,7,8,"(('B', '-1'), ('J', '-6'))",37,J_080050_semitone_-6,B_003880_semitone_-1,0.065,0.075,35.96474626210212,-0.0756023215367949,0.4927050508177475,24.379272411339947
174,2022-08-04,20-43-29,7,8,"(('G', '0'), ('Q', '-6'))",37,G_023710_semitone_0,Q_102400_semitone_-6,0.085,0.065,41.140118573159356,-0.1577920761877469,0.5050623681371048,14.791718064590928
175,2022-08-04,20-43-29,7,8,"(('G', '0'), ('Q', '0'))",37,G_023710_semitone_0,Q_102400_semitone_0,0.085,0.075,35.70245287413123,0.3526162567187128,0.7720091284846602,42.91967247678074
176,2022-08-04,21-10-30,6,8,"(('K', '-5'), ('Q', '-1'))",37,K_084620_semitone_-5,Q_102400_semitone_-1,0.085,0.075,32.86630384046242,0.6124713766010824,0.6140796167720379,6.086652971328579
177,2022-08-04,21-10-30,6,8,"(('E', '-2'), ('G', '-3'))",37,G_023710_semitone_-3,E_014310_semitone_-2,0.085,0.035,37.689515177348326,0.26971551087564205,0.7404475612494776,26.112828727712955
178,2022-08-04,21-10-30,6,8,"(('K', '-4'), ('Q', '-2'))",37,K_084620_semitone_-4,Q_102400_semitone_-2,0.085,0.095,34.457234907884725,0.7345967203726909,0.42322604672769976,8.81110472550406
179,2022-08-04,21-38-15,7,8,"(('B', '-4'), ('J', '-3'))",37,B_003880_semitone_-4,J_080050_semitone_-3,0.065,0.145,23.426004980324603,0.7538672556086091,0.7191158580322562,6.790740050163388
180,2022-08-04,21-38-15,7,8,"(('G', '-2'), ('Q', '-4'))",37,Q_102400_semitone_-4,G_023710_semitone_-2,0.075,0.085,34.379855230393346,0.03139262465126302,0.778485477396465,29.21536533998481
181,2022-08-04,21-38-15,7,8,"(('B', '-2'), ('J', '-5'))",37,B_003880_semitone_-2,J_080050_semitone_-5,0.065,0.065,38.119229554437226,0.051831218781387925,0.07090409474398043,14.827780661471202
182,2022-08-04,21-38-15,7,8,"(('G', '-3'), ('Q', '-3'))",37,G_023710_semitone_-3,Q_102400_semitone_-3,0.095,0.005,34.10937911290872,0.3389088222675639,-0.7431975142616928,40.35481317066616
183,2022-08-04,19-57-12,10,9,"(('D', '0'), ('O', '-6'))",38,D_012500_semitone_0,O_093320_semitone_-6,0.085,0.095,34.8288924938632,0.039574652692925705,0.2470957990382688,18.012726466279997
184,2022-08-04,19-57-12,10,9,"(('K', '-6'), ('Q', '0'))",38,K_084620_semitone_-6,Q_102400_semitone_0,0.085,0.025,41.00184365996122,0.6398490887746738,-0.8679060746343269,39.25432465663884
185,2022-08-04,19-57-12,10,9,"(('D', '0'), ('O', '0'))",38,D_012500_semitone_0,O_093320_semitone_0,0.085,0.035,39.779768565000374,0.36497591851325484,0.14755112647065644,5.599099717581696
186,2022-08-04,19-57-12,10,9,"(('K', '0'), ('Q', '0'))",38,K_084620_semitone_0,Q_102400_semitone_0,0.105,0.025,49.91276175066504,0.5142817065733174,-0.8351281614168311,5.106203607118997
187,2022-08-04,20-43-29,8,9,"(('B', '-1'), ('J', '-2'))",38,B_003880_semitone_-1,J_080050_semitone_-2,0.075,0.075,33.23969213125583,0.3036948171835135,0.24845605234592588,12.11240042128628
188,2022-08-04,20-43-29,8,9,"(('B', '-1'), ('J', '-6'))",38,B_003880_semitone_-1,J_080050_semitone_-6,0.075,0.115,34.01646595539376,-0.06108022658981566,0.40525228182380596,28.532252127859795
189,2022-08-04,20-43-29,8,9,"(('G', '0'), ('Q', '-6'))",38,G_023710_semitone_0,Q_102400_semitone_-6,0.095,0.095,36.45084414487909,-0.16098598610439233,0.7820486874324971,17.62403238156712
190,2022-08-04,20-43-29,8,9,"(('G', '0'), ('Q', '0'))",38,G_023710_semitone_0,Q_102400_semitone_0,0.095,0.085,33.50649275445923,0.23741762007715347,0.8171243262796681,43.524078317706035
191,2022-08-04,21-10-30,7,9,"(('K', '-5'), ('Q', '-1'))",38,K_084620_semitone_-5,Q_102400_semitone_-1,0.095,0.125,31.016217496318802,0.6359952050475204,0.4690865967982347,7.695479134350981
192,2022-08-04,21-10-30,7,9,"(('E', '-4'), ('G', '-1'))",38,E_014310_semitone_-4,G_023710_semitone_-1,0.045,0.105,40.51555582372454,-0.11862225705355034,0.6952658027509641,25.173904643698886
193,2022-08-04,21-10-30,7,9,"(('E', '-3'), ('G', '-2'))",38,E_014310_semitone_-3,G_023710_semitone_-2,0.065,0.085,42.23589437611412,0.23166887604486505,-0.8560050003211319,37.30998112849742
194,2022-08-04,21-38-15,8,9,"(('G', '-2'), ('Q', '-4'))",38,Q_102400_semitone_-4,G_023710_semitone_-2,0.075,0.075,35.75333689325255,0.03990114480548946,0.737756642865791,34.07560733902313
195,2022-08-04,21-38-15,8,9,"(('B', '-3'), ('J', '-4'))",38,B_003880_semitone_-3,J_080050_semitone_-4,0.075,0.075,30.927715936080606,0.3399980165936275,0.40503545480268377,24.534965990353996
196,2022-08-04,21-38-15,8,9,"(('G', '-1'), ('Q', '-5'))",38,G_023710_semitone_-1,Q_102400_semitone_-5,0.115,0.095,32.84473503853895,-0.046393837928335166,0.9266776988751226,30.11827712645362
197,2022-08-04,19-57-12,13,10,"(('E', '0'), ('G', '0'))",39,E_014310_semitone_0,G_023710_semitone_0,0.095,0.085,35.94138878905207,0.6337677463044549,0.5200913563675205,64.69189152437612
198,2022-08-04,19-57-12,13,10,"(('D', '0'), ('O', '-6'))",39,O_093320_semitone_-6,D_012500_semitone_0,0.035,0.075,35.53711549489547,0.15926177330718036,0.06593599517310159,32.33314075252849
199,2022-08-04,19-57-12,13,10,"(('K', '-6'), ('Q', '0'))",39,K_084620_semitone_-6,Q_102400_semitone_0,0.085,0.075,40.505201596583994,0.4606754259424818,0.6653206568172743,18.756071605528426
200,2022-08-04,19-57-12,13,10,"(('D', '0'), ('O', '0'))",39,D_012500_semitone_0,O_093320_semitone_0,0.075,0.035,41.78297508254897,0.14644756449053553,0.32698801095757474,6.261185282671116
201,2022-08-04,19-57-12,13,10,"(('E', '-5'), ('G', '0'))",39,E_014310_semitone_-5,G_023710_semitone_0,0.025,0.085,40.11445807206692,0.012302415231521951,0.024574073025712025,14.512645442887726
202,2022-08-04,19-57-12,13,10,"(('K', '0'), ('Q', '0'))",39,Q_102400_semitone_0,K_084620_semitone_0,0.075,0.035,41.701537220339695,0.6636124572832659,-0.6706151035459043,18.906677928217448
203,2022-08-04,20-43-29,14,10,"(('B', '-1'), ('J', '-2'))",39,B_003880_semitone_-1,J_080050_semitone_-2,0.065,0.075,36.752907723529475,0.22435103199200013,0.5479278997313028,12.582020464899102
204,2022-08-04,20-43-29,14,10,"(('B', '-1'), ('J', '-6'))",39,B_003880_semitone_-1,J_080050_semitone_-6,0.065,0.075,38.23969478948252,-0.06635077991682169,0.5693544458774799,28.089461341256705
205,2022-08-04,20-43-29,14,10,"(('G', '0'), ('Q', '-6'))",39,Q_102400_semitone_-6,G_023710_semitone_0,0.065,0.085,41.140118573159356,-0.15779207618774688,0.5050623681371048,14.791718064590928
206,2022-08-04,20-43-29,14,10,"(('G', '0'), ('Q', '0'))",39,G_023710_semitone_0,Q_102400_semitone_0,0.085,0.075,35.70245287413123,0.3526162567187128,0.7720091284846602,42.91967247678074
207,2022-08-04,21-10-30,14,10,"(('K', '-5'), ('Q', '-1'))",39,K_084620_semitone_-5,Q_102400_semitone_-1,0.085,0.075,32.86630384046242,0.6124713766010824,0.6140796167720379,6.086652971328579
208,2022-08-04,21-10-30,14,10,"(('K', '-3'), ('Q', '-3'))",39,K_084620_semitone_-3,Q_102400_semitone_-3,0.105,0.075,38.76998931550841,0.5263457022354181,0.5621562910111231,19.958982972051196
209,2022-08-04,21-10-30,14,10,"(('E', '-4'), ('G', '-1'))",39,G_023710_semitone_-1,E_014310_semitone_-4,0.095,0.035,37.96613020535971,0.025539843334420834,0.699087911358295,24.90711915296047
210,2022-08-04,21-10-30,14,10,"(('E', '-2'), ('G', '-3'))",39,E_014310_semitone_-2,G_023710_semitone_-3,0.035,0.095,37.689515177348326,0.26971551087564205,0.7404475612494776,26.112828727712955
211,2022-08-04,21-10-30,14,10,"(('E', '-3'), ('G', '-2'))",39,E_014310_semitone_-3,G_023710_semitone_-2,0.035,0.085,37.21315161772926,0.1489518498920165,0.6008486568240103,24.736540058831118
212,2022-08-04,21-10-30,14,10,"(('K', '-4'), ('Q', '-2'))",39,K_084620_semitone_-4,Q_102400_semitone_-2,0.095,0.095,34.457234907884725,0.7345967203726909,0.42322604672769976,8.81110472550406
213,2022-08-04,21-38-15,14,10,"(('B', '-4'), ('J', '-3'))",39,B_003880_semitone_-4,J_080050_semitone_-3,0.055,0.075,23.234269265792356,0.7862859339829052,0.9607195799026078,5.083968956759309
214,2022-08-04,21-38-15,14,10,"(('G', '-2'), ('Q', '-4'))",39,G_023710_semitone_-2,Q_102400_semitone_-4,0.095,0.065,36.8030612710413,0.067389023636891,0.4665714092727039,24.486456828321412
215,2022-08-04,21-38-15,14,10,"(('B', '-2'), ('J', '-5'))",39,J_080050_semitone_-5,B_003880_semitone_-2,0.075,0.065,36.79725474021406,0.010177277191684018,0.5618951958791676,17.8548669973736
216,2022-08-04,21-38-15,14,10,"(('B', '-3'), ('J', '-4'))",39,J_080050_semitone_-4,B_003880_semitone_-3,0.075,0.075,30.927715936080606,0.3399980165936275,0.40503545480268377,24.534965990353996
217,2022-08-04,21-38-15,14,10,"(('G', '-1'), ('Q', '-5'))",39,Q_102400_semitone_-5,G_023710_semitone_-1,0.065,0.095,35.37435634658482,0.16551667259334862,0.5208600887813822,26.554680610651314
218,2022-08-04,21-38-15,14,10,"(('G', '-3'), ('Q', '-3'))",39,G_023710_semitone_-3,Q_102400_semitone_-3,0.085,0.075,30.485448306801253,0.3167364415054345,0.7804856084604209,31.085306982883157
219,2022-08-22,21-38-58,35,22,"(('A', '0'), ('B', '-6'))",40,B_023960_semitone_-6,A_023740_semitone_0,0.035,0.075,23.059565620767444,0.4259029781119464,0.41127625052960287,9.66519795669122
220,2022-08-22,21-38-58,35,22,"(('F', '-5'), ('G', '-3'))",40,G_093110_semitone_-3,F_084640_semitone_-5,0.085,0.075,38.95109934612909,0.23967634407273397,0.8186885072960352,27.234093839360522
221,2022-08-22,21-38-58,35,22,"(('A', '-2'), ('B', '-4'))",40,B_023960_semitone_-4,A_023740_semitone_-2,0.035,0.085,21.21682164061484,0.061167358253608764,0.8883773256674041,25.80094738128392
222,2022-08-22,21-38-58,35,22,"(('F', '-4'), ('G', '-3'))",40,G_093110_semitone_-3,F_084640_semitone_-4,0.085,0.085,35.668945104512794,0.204203732719195,0.8129041452318718,30.601724474456073
223,2022-08-22,21-38-58,13,6,"(('A', '0'), ('B', '-6'))",41,B_023960_semitone_-6,A_023740_semitone_0,0.045,0.045,31.723883641028383,0.26673097579864513,-0.4696112887774342,46.076555065628284
224,2022-08-22,21-38-58,13,6,"(('F', '-5'), ('G', '-3'))",41,G_093110_semitone_-3,F_084640_semitone_-5,0.105,0.105,36.15522137906938,0.08570455274033305,0.8349041671547814,26.388048640924367
225,2022-08-22,21-38-58,13,6,"(('A', '-2'), ('B', '-4'))",41,B_023960_semitone_-4,A_023740_semitone_-2,0.065,0.095,21.424265484507295,-0.09894522183402894,0.3976858772455946,26.26559746936827
226,2022-08-22,21-38-58,13,6,"(('F', '-4'), ('G', '-3'))",41,F_084640_semitone_-4,G_093110_semitone_-3,0.095,0.105,35.668945104512794,0.204203732719195,0.8129041452318719,30.601724474456073
227,2022-09-05,17-44-33,29,18,"(('C', '-5'), ('E', '4'))",42,C_029350_semitone_-5,E_099160_semitone_4,0.045,0.085,32.81069253969809,-0.05436104740837658,-0.5313569775733,64.02097753437083
228,2022-09-05,17-44-33,29,18,"(('A', '0'), ('C', '-5'))",42,C_029350_semitone_-5,A_009590_semitone_0,0.045,0.055,51.40887045274107,0.1395391193467185,-0.711062225742064,51.06541960452404
229,2022-09-05,18-25-26,29,18,"(('A', '0'), ('C', '0'))",42,A_009590_semitone_0,C_029350_semitone_0,0.075,0.065,43.08364381885559,0.05938115654409294,0.4765761022176283,32.60589400766304
230,2022-09-09,20-59-16,21,11,"(('A', '-5'), ('D', '0'))",43,A_026400_semitone_-5,D_093800_semitone_0,0.085,0.125,45.719393684451795,0.27511821713417217,0.06484404415146357,46.62459066147388
231,2022-09-09,20-59-16,21,11,"(('A', '-3'), ('D', '0'))",43,A_026400_semitone_-3,D_093800_semitone_0,0.085,0.125,42.9990520120558,0.4731165627359098,0.09916890699753063,22.665418670363334
232,2022-09-09,20-59-16,21,11,"(('A', '-6'), ('D', '0'))",43,A_026400_semitone_-6,D_093800_semitone_0,0.075,0.125,47.28654077382956,0.21951258741307214,0.09285023657314741,29.6547124736879
233,2022-09-09,20-59-16,21,11,"(('A', '0'), ('D', '0'))",43,A_026400_semitone_0,D_093800_semitone_0,0.095,0.125,41.971514757338106,0.6146372100749861,0.26894572924755583,26.645282796040576
234,2022-09-09,20-59-16,21,11,"(('E', '-3'), ('G', '0'))",43,E_096540_semitone_-3,G_101660_semitone_0,0.115,0.005,37.23832986792854,0.45790771974958866,-0.5477134227046881,28.444825522861162
235,2022-09-09,20-59-16,21,11,"(('A', '-4'), ('D', '0'))",43,A_026400_semitone_-4,D_093800_semitone_0,0.075,0.125,43.11941198317639,0.4541660754219447,0.09421144710313491,19.395833200677703
236,2022-09-09,20-59-16,21,11,"(('E', '-4'), ('G', '0'))",43,E_096540_semitone_-4,G_101660_semitone_0,0.105,0.005,39.31830839511418,0.24239659511005293,-0.3441798228648726,33.34535494252721
237,2022-09-09,20-59-16,1,4,"(('A', '-5'), ('D', '0'))",44,A_026400_semitone_-5,D_093800_semitone_0,0.095,0.135,45.719393684451795,0.27511821713417217,0.06484404415146357,46.62459066147388
238,2022-09-09,20-59-16,1,4,"(('A', '-3'), ('D', '0'))",44,A_026400_semitone_-3,D_093800_semitone_0,0.095,0.135,42.9990520120558,0.4731165627359098,0.09916890699753063,22.665418670363334
239,2022-09-09,20-59-16,1,4,"(('E', '0'), ('G', '0'))",44,E_096540_semitone_0,G_101660_semitone_0,0.125,0.005,28.875821540276963,0.8936930094507517,-0.5397427197293782,6.8448118119472605
240,2022-09-09,20-59-16,1,4,"(('A', '-6'), ('D', '0'))",44,A_026400_semitone_-6,D_093800_semitone_0,0.095,0.135,46.703873435432364,0.2272909398970219,0.0946214486817292,49.80397814684148
241,2022-09-09,20-59-16,1,4,"(('A', '0'), ('D', '0'))",44,A_026400_semitone_0,D_093800_semitone_0,0.115,0.135,41.971514757338106,0.6146372100749861,0.26894572924755583,26.645282796040576
242,2022-09-09,20-59-16,1,4,"(('A', '-4'), ('D', '0'))",44,A_026400_semitone_-4,D_093800_semitone_0,0.095,0.135,44.4046161521024,0.38621721129985204,0.029650783679284903,28.602090846198227
243,2022-09-09,20-59-16,22,10,"(('A', '-5'), ('D', '0'))",45,A_026400_semitone_-5,D_093800_semitone_0,0.085,0.135,45.719393684451795,0.27511821713417217,0.06484404415146357,46.62459066147388
244,2022-09-09,20-59-16,22,10,"(('A', '-3'), ('D', '0'))",45,A_026400_semitone_-3,D_093800_semitone_0,0.095,0.135,42.9990520120558,0.4731165627359098,0.09916890699753063,22.665418670363334
245,2022-09-09,20-59-16,22,10,"(('A', '-6'), ('D', '0'))",45,A_026400_semitone_-6,D_093800_semitone_0,0.085,0.135,46.703873435432364,0.2272909398970219,0.0946214486817292,49.80397814684148
246,2022-09-09,20-59-16,22,10,"(('A', '0'), ('D', '0'))",45,A_026400_semitone_0,D_093800_semitone_0,0.105,0.135,41.971514757338106,0.6146372100749861,0.26894572924755583,26.645282796040576
247,2022-09-09,20-59-16,22,10,"(('A', '-4'), ('D', '0'))",45,A_026400_semitone_-4,D_093800_semitone_0,0.095,0.135,44.4046161521024,0.38621721129985204,0.029650783679284903,28.602090846198227
248,2022-09-09,20-59-16,22,10,"(('E', '-4'), ('G', '0'))",45,E_096540_semitone_-4,G_101660_semitone_0,0.115,0.005,39.31830839511418,0.24239659511005293,-0.3441798228648726,33.34535494252721
249,2022-09-14,20-40-13,11,9,"(('B', '-5'), ('H', '0'))",46,B_008510_semitone_-5,H_079690_semitone_0,0.055,0.055,46.71523249804947,0.3435903856336398,-0.023392664369149645,15.502696189721684
250,2022-09-14,20-40-13,11,9,"(('A', '-6'), ('I', '2'))",46,A_004130_semitone_-6,I_080560_semitone_2,0.055,0.055,32.09377041862604,-0.15172973892870692,0.6150738012395904,48.37270080304556
251,2022-09-14,20-40-13,11,9,"(('A', '0'), ('I', '0'))",46,I_080560_semitone_0,A_004130_semitone_0,0.075,0.065,38.863786860630704,0.594124197671084,0.7916140821219836,15.013595602593384
252,2022-09-14,20-40-13,11,9,"(('A', '-4'), ('I', '0'))",46,I_080560_semitone_0,A_004130_semitone_-4,0.075,0.065,32.402319484962455,0.5258527986618456,0.9012488147244422,16.969757470139633
253,2022-09-14,20-40-13,11,9,"(('B', '-6'), ('H', '1'))",46,B_008510_semitone_-6,H_079690_semitone_1,0.045,0.075,40.955417754277576,0.33107385935925704,-0.531437369739944,15.854643568984342
254,2022-09-14,20-40-13,11,9,"(('B', '0'), ('N', '0'))",46,B_008510_semitone_0,N_115960_semitone_0,0.045,0.075,36.36165187597143,0.5811828967084874,0.4588523800168918,13.088753295805185
255,2022-09-14,20-40-13,11,9,"(('B', '-6'), ('N', '2'))",46,B_008510_semitone_-6,N_115960_semitone_2,0.045,0.065,38.208808363052874,-0.14293643660237523,0.38050784600080617,50.56183027030436
256,2022-09-14,20-40-13,11,9,"(('B', '-5'), ('N', '1'))",46,B_008510_semitone_-5,N_115960_semitone_1,0.055,0.075,38.373709431759515,-0.09773144369928051,-0.13347052972665382,29.282865128508732
257,2022-09-14,20-40-13,11,9,"(('B', '0'), ('H', '0'))",46,B_008510_semitone_0,H_079690_semitone_0,0.045,0.055,47.19552646239687,0.6474342263421159,-0.4895190370650363,40.27466661278848
258,2022-09-14,20-40-13,11,9,"(('A', '-5'), ('I', '1'))",46,I_080560_semitone_1,A_004130_semitone_-5,0.065,0.065,39.27286203999934,-0.018481465832638724,0.43336080934757804,35.156052760996275
259,2022-09-14,20-40-13,11,9,"(('B', '-4'), ('N', '0'))",46,B_008510_semitone_-4,N_115960_semitone_0,0.055,0.075,35.26564973862841,0.3112213665709696,-0.3906666507232927,13.096076657274436
260,2022-09-14,20-40-13,45,22,"(('B', '-5'), ('H', '0'))",47,H_079690_semitone_0,B_008510_semitone_-5,0.055,0.065,48.65336088885421,0.28158949534061917,0.44556648123778625,16.265823465320448
261,2022-09-14,20-40-13,45,22,"(('A', '-6'), ('I', '2'))",47,A_004130_semitone_-6,I_080560_semitone_2,0.065,0.055,34.621897054238886,-0.15199718275905363,0.16272318254262352,48.77470529084691
262,2022-09-14,20-40-13,45,22,"(('A', '0'), ('I', '0'))",47,I_080560_semitone_0,A_004130_semitone_0,0.065,0.065,38.79700161602977,0.6409450982580187,0.400323861204447,13.841053566883678
263,2022-09-14,20-40-13,45,22,"(('A', '-4'), ('I', '0'))",47,I_080560_semitone_0,A_004130_semitone_-4,0.065,0.065,34.73135608996083,0.5053855698208203,0.28433672560371037,18.72159707366484
264,2022-09-14,20-40-13,45,22,"(('B', '-6'), ('H', '1'))",47,H_079690_semitone_1,B_008510_semitone_-6,0.055,0.055,44.55733855601413,0.21396024875882091,-0.10341968931302632,19.92331946437309
265,2022-09-14,20-40-13,45,22,"(('B', '0'), ('N', '0'))",47,B_008510_semitone_0,N_115960_semitone_0,0.075,0.075,35.26130264502294,0.32405483014324277,-0.22654061879980059,29.000835742522824
266,2022-09-14,20-40-13,45,22,"(('B', '-6'), ('N', '2'))",47,N_115960_semitone_2,B_008510_semitone_-6,0.075,0.055,40.36483047874208,-0.16768354138466093,-0.327250930951878,42.5653342739219
267,2022-09-14,20-40-13,45,22,"(('B', '-5'), ('N', '1'))",47,N_115960_semitone_1,B_008510_semitone_-5,0.075,0.065,38.25332682894923,-0.0729704144811091,-0.6496764474279599,28.343955517844797
268,2022-09-14,20-40-13,45,22,"(('B', '0'), ('H', '0'))",47,B_008510_semitone_0,H_079690_semitone_0,0.075,0.055,39.39227553432909,0.6408189741101378,0.48936975755443096,56.35329488865063
269,2022-09-14,20-40-13,45,22,"(('A', '-5'), ('I', '1'))",47,I_080560_semitone_1,A_004130_semitone_-5,0.055,0.065,35.14190531136061,-0.1042062457671279,0.13382756201186263,33.67822262400598
270,2022-09-14,20-40-13,45,22,"(('B', '-4'), ('N', '0'))",47,N_115960_semitone_0,B_008510_semitone_-4,0.075,0.055,35.26564973862841,0.3112213665709696,-0.39066665072329265,13.096076657274436
271,2022-09-14,20-40-13,58,28,"(('B', '-5'), ('H', '0'))",48,B_008510_semitone_-5,H_079690_semitone_0,0.085,0.075,39.57267906601928,0.6000217536907426,0.6457064056997038,14.556627008374901
272,2022-09-14,20-40-13,58,28,"(('B', '-6'), ('H', '1'))",48,H_079690_semitone_1,B_008510_semitone_-6,0.065,0.055,41.37383778253143,0.30139576110048494,0.16726079194885404,9.476982306451141
273,2022-09-14,20-40-13,58,28,"(('B', '0'), ('N', '0'))",48,B_008510_semitone_0,N_115960_semitone_0,0.075,0.075,35.26130264502294,0.32405483014324277,-0.22654061879980059,29.000835742522824
274,2022-09-14,20-40-13,58,28,"(('B', '-6'), ('N', '2'))",48,N_115960_semitone_2,B_008510_semitone_-6,0.075,0.055,40.36483047874208,-0.16768354138466093,-0.327250930951878,42.5653342739219
275,2022-09-14,20-40-13,58,28,"(('B', '-5'), ('N', '1'))",48,B_008510_semitone_-5,N_115960_semitone_1,0.085,0.075,29.60670751798513,0.046784665980555765,-0.5237402592009124,17.583038985685775
276,2022-09-14,20-40-13,58,28,"(('B', '0'), ('H', '0'))",48,B_008510_semitone_0,H_079690_semitone_0,0.075,0.075,37.18285864951477,0.4929239781784285,0.8814173292561793,50.675388172818316
277,2022-09-14,20-40-13,58,28,"(('B', '-4'), ('N', '0'))",48,N_115960_semitone_0,B_008510_semitone_-4,0.075,0.105,27.009961979175678,0.5925434549040521,-0.16432683287338065,4.4713986826606265
